qualis,programas,prog._qtd
A3,[23001011010P0-23001011031P8],2
A2,[23001011003P4-23001011015P2-23001011047P1-23001011054P8],4
A4,[23001011003P4],1
B1,[23001011050P2],1
C/NI/NP,[23001011050P2],1
A1,[23001011050P2],1
B1,[23001011050P2],1
A4,[23001011050P2],1
C/NI/NP,[23001011018P1],1
A2,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
B1,[23001011018P1-23001011041P3],2
A2,[23001011018P1],1
A1,[23001011018P1],1
A4,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A2,[23001011018P1],1
B2,[23001011018P1],1
B2,[23001011018P1],1
A1,[23001011018P1],1
A2,[23001011018P1],1
A1,[23001011018P1],1
A3,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011061P4],1
A1,[23001011012P3-23001011026P4-23001011041P3],3
A3,[23001011171P4],1
A3,[23001011022P9],1
B1,[23001011022P9],1
A3,[23001011022P9],1
A3,[23001011022P9],1
A1,[23001011022P9],1
A4,[23001011022P9],1
A3,[23001011022P9],1
A4,[23001011022P9],1
A1,[23001011054P8],1
C/NI/NP,[23001011054P8],1
A4,[23001011054P8],1
C/NI/NP,[23001011054P8],1
A4,[23001011054P8],1
A4,[23001011054P8],1
A3,[23001011054P8],1
A2,[23001011008P6-23001011174P3],2
B2,[23001011008P6-23001011174P3],2
A2,[23001011003P4-23001011047P1-23001011054P8-23001011170P8],4
A1,[23001011003P4-23001011047P1-23001011054P8],3
A1,[23001011047P1-23001011054P8],2
A1,[23001011003P4-23001011047P1-23001011054P8],3
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011003P4-23001011047P1-23001011054P8],3
A1,[23001011003P4-23001011047P1-23001011054P8-23001011070P3],4
A2,[23001011047P1-23001011054P8],2
A3,[23001011047P1-23001011054P8],2
A1,[23001011047P1-23001011054P8],2
A1,[23001011003P4-23001011047P1-23001011054P8-23001011170P8],4
C/NI/NP,[23001011003P4-23001011015P2-23001011047P1-23001011054P8],4
A2,[23001011003P4-23001011047P1-23001011054P8],3
A3,[23001011047P1-23001011054P8],2
A1,[23001011047P1-23001011054P8],2
A1,[23001011003P4-23001011047P1-23001011054P8],3
A3,[23001011047P1-23001011054P8],2
A1,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A3,[23001011003P4-23001011047P1-23001011054P8],3
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011047P1-23001011054P8],2
A2,[23001011003P4-23001011047P1-23001011054P8-23001011070P3],4
A4,[23001011047P1-23001011054P8],2
A1,[23001011047P1-23001011054P8],2
A2,[23001011003P4-23001011047P1-23001011054P8],3
A2,[23001011020P6],1
A1,[23001011020P6],1
A1,[23001011020P6],1
A2,[23001011010P0],1
B2,[23001011070P3-23001011172P0],2
A2,[23001011005P7-23001011031P8-23001011033P0-23001011070P3-23001011172P0],5
A2,[23001011070P3-23001011172P0],2
C/NI/NP,[23001011070P3-23001011172P0],2
A2,[23001011070P3-23001011172P0],2
A1,[23001011003P4-23001011070P3-23001011172P0-23001011175P0],4
A3,[23001011005P7-23001011031P8-23001011033P0-23001011070P3-23001011172P0],5
A4,[23001011070P3-23001011172P0],2
B2,[23001011070P3-23001011172P0],2
B1,[23001011005P7-23001011031P8-23001011033P0-23001011070P3-23001011172P0],5
A3,[23001011031P8-23001011070P3-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011070P3-23001011172P0],4
A2,[23001011070P3-23001011172P0],2
C/NI/NP,[23001011023P5],1
A2,[23001011031P8],1
A1,[23001011020P6],1
B1,[23001011031P8-23001011040P7],2
A4,[23001011012P3-23001011041P3],2
A3,[23001011007P0],1
C/NI/NP,[23001011020P6],1
B2,[23001011005P7],1
A2,[23001011020P6],1
A1,[23001011020P6],1
A4,[23001011020P6],1
A3,[23001011020P6],1
B1,[23001011005P7],1
B1,[23001011005P7],1
A2,[23001011005P7],1
B1,[23001011005P7],1
A3,[23001011005P7],1
A3,[23001011005P7],1
B2,[23001011005P7],1
B2,[23001011005P7],1
A2,[23001011005P7],1
A1,[23001011005P7],1
A4,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4
A2,[23001011020P6],1
A2,[23001011020P6],1
A4,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4
A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4
B2,[23001011071P0],1
B1,[23001011005P7],1
A2,[23001011005P7],1
B1,[23001011005P7],1
B1,[23001011005P7],1
A1,[23001011005P7],1
A2,[23001011005P7],1
C/NI/NP,[23001011005P7],1
A2,[23001011005P7],1
B1,[23001011005P7],1
A2,[23001011005P7],1
A2,[23001011005P7],1
A2,[23001011005P7],1
B1,[23001011005P7],1
A2,[23001011005P7],1
A4,[23001011005P7],1
B1,[23001011005P7],1
A2,[23001011005P7],1
B2,[23001011005P7],1
A3,[23001011005P7],1
A2,[23001011005P7],1
A3,[23001011005P7],1
A4,[23001011005P7],1
A4,[23001011005P7],1
A3,[23001011005P7],1
B2,[23001011005P7],1
A3,[23001011005P7],1
A4,[23001011005P7],1
A3,[23001011005P7],1
A2,[23001011005P7],1
A2,[23001011005P7],1
C/NI/NP,[23001011007P0],1
A1,[23001011003P4-23001011070P3],2
B2,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
C/NI/NP,[23001011031P8-23001011056P0-23001011063P7-23001011172P0],4
A1,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011060P8-23001011063P7-23001011172P0],4
A1,[23001011031P8-23001011063P7-23001011172P0],3
B1,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
B1,[23001011025P8-23001011031P8-23001011063P7-23001011172P0],4
A4,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
B1,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A2,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
B2,[23001011031P8-23001011063P7-23001011172P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
A1,[23001011038P2-31001017155P1],2
A1,[23001011038P2-31001017155P1],2
A3,[23001011029P3],1
A2,[23001011031P8-23001011040P7-23001011047P1],3
A1,[23001011031P8-23001011040P7-23001011047P1],3
B1,[23001011031P8-23001011040P7-23001011047P1],3
C/NI/NP,[23001011031P8-23001011040P7-23001011047P1],3
A1,[23001011031P8-23001011040P7-23001011047P1],3
A1,[23001011031P8-23001011040P7-23001011047P1],3
B1,[23001011031P8-23001011040P7-23001011047P1],3
A3,[23001011031P8-23001011040P7-23001011047P1],3
A2,[23001011012P3-23001011026P4-23001011041P3],3
A1,[22003010017P5-23001011020P6-23001011031P8-23001011170P8],4
A1,[22003010017P5-23001011020P6-23001011031P8-23001011170P8],4
A2,[23001011012P3-23001011026P4-23001011041P3],3
A1,[23001011020P6],1
A1,[23001011067P2],1
A2,[23001011059P0],1
A3,[23001011021P2],1
B1,[23001011021P2],1
C/NI/NP,[23001011021P2],1
C/NI/NP,[23001011021P2],1
A2,[23001011009P2],1
C/NI/NP,[23001011020P6-23001011035P3-23001011047P1-23001011073P2],4
A4,[23001011005P7],1
A3,[23001011056P0],1
A3,[23001011056P0],1
B2,[23001011042P0],1
A1,[23001011042P0],1
A4,[23001011042P0],1
B1,[23001011042P0],1
B1,[23001011042P0],1
B1,[23001011042P0],1
A2,[23001011042P0],1
B1,[23001011042P0],1
A2,[23001011018P1],1
A3,[23001011018P1],1
A2,[23001011018P1],1
A1,[23001011018P1],1
A2,[23001011018P1-23001011041P3],2
A2,[23001011018P1-23001011041P3],2
A1,[23001011018P1],1
A3,[23001011018P1],1
A2,[23001011018P1-23001011041P3],2
A1,[23001011018P1],1
A1,[23001011018P1-23001011041P3],2
A2,[23001011018P1],1
A3,[23001011018P1],1
A1,[23001011018P1],1
A1,[23001011018P1],1
A2,[23001011018P1],1
C/NI/NP,[23001011018P1-23001011041P3],2
A3,[23001011018P1],1
A2,[23001011018P1],1
A2,[23001011018P1],1
A2,[23001011018P1],1
A3,[23001011015P2],1
A4,[22003010017P5-23001011170P8],2
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22001018074P6-23001011015P2-23001011036P0],3
A3,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22001018074P6-23001011015P2-23001011020P6-23001011036P0],4
A3,[22001018074P6-23001011015P2-23001011036P0],3
A1,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
C/NI/NP,[22001018074P6-23001011015P2-23001011036P0],3
A2,[22003010017P5-23001011011P7],2
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
C/NI/NP,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A1,[23001011067P2],1
A2,[23001011029P3],1
A2,[23001011029P3],1
B2,[23001011029P3],1
C/NI/NP,[23001011029P3],1
B2,[23001011029P3],1
A3,[23001011029P3],1
A3,[23001011029P3],1
A2,[23001011029P3],1
C/NI/NP,[23001011029P3],1
A2,[23001011029P3],1
A2,[23001011029P3],1
A2,[23001011029P3],1
A2,[23001011029P3],1
B2,[23001011029P3],1
A2,[23001011029P3],1
A2,[23001011029P3],1
A3,[23001011029P3],1
A2,[23001011029P3],1
A3,[23001011029P3],1
A2,[23001011029P3],1
A3,[23001011029P3],1
A2,[22003010017P5-23001011043P6-23001011079P0],3
A4,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
B2,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011054P8-23001011079P0-23001011173P7],5
A2,[22003010017P5-23001011043P6-23001011079P0],3
A4,[22003010017P5-23001011043P6-23001011079P0-23001011173P7],4
A4,[22003010017P5-23001011043P6-23001011079P0],3
B1,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0-23001011173P7],4
A2,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A4,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
B1,[22003010017P5-23001011043P6-23001011079P0],3
A4,[22003010017P5-23001011043P6-23001011079P0],3
B1,[22003010017P5-23001011043P6-23001011079P0],3
A4,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
A4,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
A3,[22003010017P5-23001011043P6-23001011079P0-23001011173P7],4
A1,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
A1,[22003010017P5-23001011043P6-23001011079P0],3
A3,[22003010017P5-23001011043P6-23001011079P0],3
A2,[22003010017P5-23001011043P6-23001011079P0-23001011173P7],4
A1,[22003010017P5-23001011043P6-23001011079P0],3
A3,[23001011029P3],1
B1,[23001011029P3],1
A2,[23001011009P2-23001011026P4],2
A1,[23001011009P2-23001011026P4],2
A3,[23001011009P2-23001011026P4],2
A1,[22003010017P5-23001011020P6-23001011035P3],3
A1,[22003010017P5-23001011020P6-23001011035P3],3
A2,[22003010017P5-23001011020P6-23001011035P3],3
A3,[22003010017P5-23001011020P6-23001011035P3],3
A4,[22003010017P5-23001011020P6-23001011035P3],3
A3,[22003010017P5-23001011020P6-23001011035P3],3
B1,[23001011008P6-23001011041P3],2
A1,[23001011008P6],1
A1,[23001011008P6],1
A4,[23001011031P8],1
A2,[23001011029P3],1
B1,[23001011054P8],1
A3,[23001011009P2-23001011074P9],2
A2,[23001011009P2-23001011074P9],2
A2,[23001011009P2-23001011074P9],2
B1,[23001011009P2-23001011074P9],2
A1,[23001011009P2-23001011074P9],2
A3,[23001011009P2-23001011074P9],2
A2,[23001011021P2-23001011042P0],2
A3,[23001011021P2-23001011042P0],2
A3,[23001011021P2-23001011042P0],2
A3,[23001011021P2-23001011042P0],2
A3,[23001011021P2-23001011042P0],2
A1,[23001011021P2-23001011042P0],2
A2,[23001011055P4],1
A1,[23001011015P2],1
B1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A4,[23001011015P2],1
B1,[23001011015P2],1
A1,[23001011015P2],1
A2,[23001011015P2],1
A2,[23001011015P2],1
A2,[23001011015P2],1
A2,[23001011015P2],1
A2,[23001011015P2],1
A2,[23001011015P2],1
A1,[23001011015P2],1
A2,[23001011015P2],1
C/NI/NP,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A2,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011015P2],1
B1,[23001011015P2],1
A2,[23001011015P2],1
A2,[22003010017P5-23001011012P3-23001011020P6-23001011031P8-23001011035P3-31001017169P2],6
A4,[23001011040P7-23001011047P1],2
A2,[23001011022P9],1
C/NI/NP,[23001011021P2],1
A3,[23001011008P6-23001011021P2],2
A3,[23001011021P2],1
A3,[23001011008P6-23001011021P2],2
B1,[23001011009P2],1
A3,[23001011025P8-31010016027P9],2
A3,[23001011033P0-23001011079P0],2
A2,[23001011009P2],1
A1,[23001011003P4],1
A4,[23001011003P4],1
A2,[23001011003P4],1
A2,[23001011003P4],1
A3,[23001011003P4],1
C/NI/NP,[23001011003P4],1
A2,[23001011003P4],1
A4,[23001011003P4],1
A1,[23001011003P4],1
A2,[23001011003P4],1
A1,[23001011003P4],1
A4,[23001011003P4],1
A2,[23001011003P4],1
A1,[23001011003P4],1
A2,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A1,[23001011031P8-23001011063P7-23001011172P0],3
A3,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011031P8-23001011063P7-23001011172P0],3
A3,[23001011031P8-23001011063P7-23001011172P0],3
A4,[23001011042P0],1
A2,[23001011042P0],1
A3,[23001011046P5],1
C/NI/NP,[23001011046P5],1
A1,[23001011046P5],1
C/NI/NP,[23001011046P5],1
A3,[23001011170P8],1
A1,[23001011170P8],1
A3,[23001011010P0],1
A4,[23001011010P0],1
A3,[23001011010P0],1
A4,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A4,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A2,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
C/NI/NP,[23001011005P7],1
A2,[23001011010P0],1
A2,[23001011010P0],1
A2,[23001011010P0],1
A2,[23001011010P0],1
A2,[23001011010P0],1
A2,[23001011010P0],1
A4,[23001011010P0],1
A3,[23001011010P0],1
B1,[23001011010P0],1
A2,[23001011010P0],1
A4,[23001011010P0],1
A4,[23001011010P0],1
A4,[23001011010P0],1
A2,[23001011060P8],1
C/NI/NP,[23001011012P3],1
A2,[23001011024P1-23001011052P5],2
A1,[23001011024P1-23001011052P5],2
A2,[23001011170P8],1
C/NI/NP,[23001011069P5],1
A2,[23001011018P1],1
A3,[23001011018P1-23001011041P3],2
A1,[23001011018P1],1
A4,[23001011018P1],1
B1,[23001011018P1],1
B1,[23001011018P1],1
B1,[23001011018P1-23001011041P3],2
A1,[23001011018P1],1
A2,[23001011018P1],1
A2,[23001011018P1],1
A4,[23001011031P8],1
C/NI/NP,[23001011031P8],1
C/NI/NP,[23001011031P8],1
B1,[23001011031P8],1
A3,[23001011031P8],1
A3,[23001011031P8],1
C/NI/NP,[23001011031P8],1
C/NI/NP,[23001011031P8],1
B1,[23001011031P8],1
A3,[23001011031P8],1
B1,[23001011031P8],1
C/NI/NP,[23001011031P8],1
C/NI/NP,[23001011031P8],1
A3,[23001011031P8],1
A2,[23001011031P8],1
C/NI/NP,[23001011031P8],1
C/NI/NP,[23001011031P8],1
A2,[23001011031P8],1
C/NI/NP,[23001011031P8],1
C/NI/NP,[23001011031P8],1
A3,[23001011031P8],1
C/NI/NP,[23001011031P8],1
B1,[23001011031P8],1
C/NI/NP,[23001011031P8],1
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A4,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A2,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22003010017P5-23001011003P4-23001011020P6-23001011031P8-23001011036P0-23001011054P8-23001011170P8],7
A3,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A2,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22001018074P6-22003010017P5-23001011015P2-23001011020P6-23001011031P8-23001011036P0-23001011056P0-23001011170P8],8
A1,[22001018074P6-22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],6
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A3,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A3,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A4,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A2,[22001018074P6-22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011056P0-23001011170P8],7
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A2,[22003010017P5-23001011009P2-23001011020P6-23001011031P8-23001011036P0-23001011070P3-23001011170P8],7
A4,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A2,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A3,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A3,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A3,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5
A1,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011056P0-23001011170P8],6
B1,[22003010017P5-23001011020P6-23001011079P0-23001011170P8],4
A2,[23001011015P2],1
A1,[23001011015P2],1
A1,[23001011012P3-23001011031P8],2
A2,[23001011012P3-23001011031P8],2
A2,[23001011012P3-23001011031P8],2
A1,[23001011012P3-23001011031P8],2
A1,[23001011012P3-23001011031P8],2
A2,[23001011012P3-23001011031P8],2
A1,[23001011010P0],1
B1,[23001011035P3-23001011058P3-23001011073P2],3
C/NI/NP,[23001011060P8],1
C/NI/NP,[23001011050P2-23001011073P2],2
C/NI/NP,[23001011050P2-23001011073P2],2
A3,[23001011033P0-23001011072P6],2
C/NI/NP,[23001011075P5],1
B1,[23001011008P6],1
C/NI/NP,[22001018074P6],1
B1,[23001011029P3],1
A2,[23001011031P8-23001011033P0-23001011060P8-23001011075P5],4
A2,[23001011012P3],1
A1,[23001011012P3],1
A2,[23001011012P3],1
A2,[23001011012P3],1
A1,[23001011010P0-23001011012P3],2
A1,[23001011012P3],1
A1,[23001011012P3],1
A4,[23001011012P3],1
A3,[23001011012P3],1
A1,[23001011012P3],1
A2,[23001011012P3],1
A4,[23001011012P3],1
A2,[23001011012P3],1
A1,[23001011012P3],1
A2,[23001011012P3],1
A1,[23001011012P3],1
A1,[23001011012P3],1
A1,[23001011012P3],1
A1,[23001011015P2-23001011023P5],2
A1,[23001011015P2-23001011023P5],2
C/NI/NP,[23001011015P2-23001011023P5],2
A2,[23001011015P2-23001011023P5],2
C/NI/NP,[23001011015P2-23001011023P5],2
A2,[23001011040P7-23001011047P1],2
A1,[23001011063P7],1
A4,[23001011008P6],1
A4,[23001011042P0],1
B2,[23001011042P0],1
B1,[23001011042P0],1
B1,[23001011042P0],1
A4,[23001011042P0],1
A1,[23001011022P9],1
A2,[23001011022P9],1
A2,[23001011022P9],1
A2,[23001011022P9],1
A1,[23001011022P9],1
C/NI/NP,[23001011022P9],1
C/NI/NP,[23001011022P9],1
A2,[23001011022P9],1
A1,[23001011022P9],1
C/NI/NP,[23001011022P9],1
A2,[23001011022P9],1
A1,[23001011022P9],1
C/NI/NP,[23001011012P3-23001011031P8-31001017169P2],3
A4,[23001011012P3-31001017169P2],2
A3,[23001011012P3-31001017169P2],2
A4,[23001011012P3-23001011031P8-31001017169P2],3
A4,[23001011012P3-31001017169P2],2
A4,[23001011012P3-31001017169P2],2
A4,[23001011012P3-31001017169P2],2
C/NI/NP,[23001011012P3-23001011031P8-31001017169P2],3
A4,[23001011012P3-31001017169P2],2
A2,[23001011012P3-23001011031P8-31001017169P2],3
A4,[23001011012P3-31001017169P2],2
A2,[23001011008P6-23001011074P9],2
A1,[23001011008P6-23001011074P9],2
B2,[23001011008P6-23001011074P9],2
A1,[23001011008P6-23001011074P9],2
A1,[23001011008P6-23001011074P9],2
B1,[23001011008P6-23001011074P9],2
B1,[23001011008P6-23001011074P9],2
A1,[23001011008P6-23001011074P9],2
A3,[23001011008P6-23001011041P3-23001011074P9-23001011170P8],4
C/NI/NP,[23001011008P6-23001011074P9],2
B1,[23001011008P6-23001011074P9],2
A2,[23001011173P7],1
A2,[23001011173P7],1
A2,[31010016027P9],1
A3,[31010016027P9],1
A4,[23001011005P7-23001011031P8-23001011033P0-23001011063P7-23001011072P6-31010016027P9],6
B1,[23001011062P0],1
B1,[23001011031P8],1
A4,[23001011010P0],1
A3,[23001011012P3-31001017169P2],2
A4,[23001011043P6],1
B4,[23001011011P7],1
A2,[23001011028P7],1
A2,[23001011028P7],1
A4,[23001011035P3-23001011073P2],2
C/NI/NP,[22001018074P6-23001011035P3-23001011058P3-23001011073P2],4
C/NI/NP,[23001011035P3-23001011073P2],2
A2,[23001011012P3-23001011031P8-23001011035P3-23001011073P2],4
A4,[23001011035P3-23001011058P3-23001011073P2],3
B2,[23001011035P3-23001011073P2],2
C/NI/NP,[23001011012P3],1
C/NI/NP,[23001011011P7],1
A1,[23001011012P3],1
A1,[23001011012P3],1
A4,[23001011012P3],1
A2,[23001011012P3],1
A3,[23001011012P3],1
A3,[31001017169P2],1
A1,[31001017169P2],1
A2,[31001017169P2],1
A4,[23001011012P3],1
A3,[31001017169P2],1
A1,[23001011012P3],1
A2,[23001011012P3],1
A2,[23001011012P3],1
A2,[23001011012P3],1
A2,[23001011012P3],1
A4,[23001011012P3],1
A3,[23001011018P1-23001011041P3],2
B2,[23001011012P3],1
A1,[23001011020P6-23001011170P8],2
A2,[23001011043P6],1
A1,[23001011043P6],1
A1,[23001011043P6],1
A4,[23001011010P0],1
A2,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A4,[23001011010P0],1
A4,[23001011010P0],1
C/NI/NP,[23001011010P0],1
A4,[23001011010P0],1
A2,[23001011010P0],1
A3,[23001011010P0],1
A3,[23001011010P0],1
A1,[23001011010P0],1
